619																					
Blg_LB	Stories	height	Year	T1	T2	Area	IM	Site_CD	Site_GP	YieldOver	PeakOver	YieldStiff	PGA	dt	Ttime	StrucType	matcodeinput	OutputCtrl	BlgCondition	MasonryWallRatio	Width
219	1	3.5	1990	-1	-1	15.6483	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
220	1	3.5	1990	-1	-1	14.3153	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
221	1	3.5	1990	-1	-1	14.9469	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
222	1	3.5	1990	-1	-1	29.5698	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
223	1	3.5	1990	-1	-1	13.6017	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
224	1	3.5	1990	-1	-1	15.4418	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
225	1	3.5	1990	-1	-1	15.3778	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
226	1	3.5	1990	-1	-1	29.3782	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
227	1	3.5	1990	-1	-1	13.9301	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
228	1	3.5	1990	-1	-1	200.692	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
229	1	3.5	1990	-1	-1	87.9334	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
230	1	3.5	1990	-1	-1	271.237	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
231	1	3.6	1990	-1	-1	240.668	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
232	1	3.6	1990	-1	-1	96.6257	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
233	1	3.6	1990	-1	-1	52.2815	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
234	1	3.6	1990	-1	-1	48.8427	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
235	1	3.6	1990	-1	-1	150.768	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
236	1	3.6	1990	-1	-1	31.5685	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
237	1	3.6	1990	-1	-1	39.2497	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
238	1	3.6	1990	-1	-1	19.6232	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
239	1	3.6	1990	-1	-1	133.813	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
240	1	3.6	1990	-1	-1	198.857	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
241	1	3.6	1990	-1	-1	193.604	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
242	1	3.6	1990	-1	-1	29.5085	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
243	1	3.6	1990	-1	-1	153.231	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
244	1	3.6	1990	-1	-1	198.468	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
245	1	3.6	1990	-1	-1	261.75	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
246	1	3.6	1990	-1	-1	331.601	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
247	1	3.6	1990	-1	-1	342.123	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
248	1	3.6	1990	-1	-1	68.1643	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
249	1	3.6	1990	-1	-1	374.067	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
250	1	3.6	1990	-1	-1	378.325	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
251	1	3.6	1990	-1	-1	818.734	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
252	1	3.6	1990	-1	-1	316.632	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
253	1	3.6	1780	-1	-1	275.337	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
254	1	3.6	1780	-1	-1	442.462	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
255	1	3.6	1780	-1	-1	94.2022	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
256	1	3.6	1780	-1	-1	22.6938	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
257	1	3.6	1780	-1	-1	109.131	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
258	1	3.6	1780	-1	-1	255.371	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
259	1	3.6	1780	-1	-1	53.2649	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
260	1	3.6	1780	-1	-1	82.0635	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
261	1	3.6	1780	-1	-1	92.1699	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
262	1	3.6	1780	-1	-1	83.0713	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
263	1	3.6	1780	-1	-1	80.5934	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
264	1	3.6	1780	-1	-1	105.471	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
265	1	3.6	1780	-1	-1	76.1572	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
266	1	3.6	1780	-1	-1	212.925	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
267	1	3.6	1780	-1	-1	115.487	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
268	1	3.6	1822	-1	-1	155.178	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
269	1	3.6	1822	-1	-1	369.846	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
270	1	3.6	1822	-1	-1	198.387	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
271	1	3.6	1822	-1	-1	143.238	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
272	1	3.5	1912	-1	-1	88.8212	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
273	2	7	1911	-1	-1	1956.22	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
274	1	6	1917	-1	-1	1152.68	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
275	1	3.6	1911	-1	-1	336.587	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
276	2	7	1980	-1	-1	103.445	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
277	3	15	2003	-1	-1	2389.79	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
278	4	20	2003	-1	-1	2339	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
279	2	9	2003	-1	-1	818.845	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
280	2	9	2003	-1	-1	835.313	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
281	7	24.5	2000	-1	-1	871.955	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
282	7	24.5	2003	-1	-1	3328.15	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
283	7	24.5	2003	-1	-1	2740.87	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
284	7	24.5	2003	-1	-1	1513.19	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
285	7	24.5	2003	-1	-1	2703.48	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
286	7	24.5	2003	-1	-1	3550.07	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
287	7	24.5	2003	-1	-1	3276.05	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
288	7	24.5	2003	-1	-1	1400.2	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
289	7	24.5	2003	-1	-1	2302.94	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
290	7	24.5	2003	-1	-1	2121.28	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
291	7	24.5	2003	-1	-1	1223.44	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
292	7	24.5	2003	-1	-1	1982.24	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
293	7	24.5	2003	-1	-1	1443.5	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
294	7	24.5	2003	-1	-1	823.917	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
295	15	52.5	2003	-1	-1	1967.18	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
296	15	52.5	2003	-1	-1	1680.85	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
297	15	52.5	2003	-1	-1	1501.11	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
298	15	52.5	2003	-1	-1	1474.97	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
299	12	42	2003	-1	-1	1188.99	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
300	12	42	2003	-1	-1	1321.55	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
301	12	42	2003	-1	-1	1301.08	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
302	12	42	2003	-1	-1	1334.57	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
303	12	42	2003	-1	-1	1268.61	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
304	12	42	2003	-1	-1	1389.04	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
305	7	24.5	2000	-1	-1	897.954	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
306	7	24.5	2000	-1	-1	896.365	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
307	7	24.5	2000	-1	-1	809.307	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
308	6	21	2000	-1	-1	855.833	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
309	6	21	2000	-1	-1	868.294	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
310	6	21	2000	-1	-1	733.409	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
311	5	17.5	1988	-1	-1	1082.54	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
312	5	17.5	1988	-1	-1	641.375	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
313	5	17.5	1988	-1	-1	619.778	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
314	6	21	1989	-1	-1	1107.3	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
315	6	21	1991	-1	-1	758.5	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
316	5	17.5	1990	-1	-1	1866.18	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
317	1	4	1992	-1	-1	2007.88	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
318	1	4	1988	-1	-1	2092.48	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
319	2	7	2003	-1	-1	395.025	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
320	4	14	2003	-1	-1	1793.85	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
321	6	21	2004	-1	-1	3153.84	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
322	5	17.5	2004	-1	-1	2802.85	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
323	5	15	2000	-1	-1	1878.02	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
324	7	21	2000	-1	-1	881.441	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
325	9	27	2000	-1	-1	1856.58	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
326	13	36.4	2002	-1	-1	1253.03	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
327	3	8.4	2002	-1	-1	294.936	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
328	13	36.4	2002	-1	-1	1253.03	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
329	3	8.4	2002	-1	-1	294.936	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
330	10	30	2002	-1	-1	1253.03	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
331	6	18	2002	-1	-1	426.765	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
332	12	36	2004	-1	-1	2153.43	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
333	26	78	2002	-1	-1	1902.19	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
334	26	78	2002	-1	-1	1781.67	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
335	26	78	2002	-1	-1	1902.19	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
336	26	78	2002	-1	-1	1781.67	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
337	6	18	1995	-1	-1	1914.94	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
338	3	9	1995	-1	-1	507.584	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
339	7	21	1995	-1	-1	805.259	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
340	6	18	1995	-1	-1	931.12	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
341	13	36.4	2004	-1	-1	4749.7	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
342	9	27	1995	-1	-1	1394.13	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
343	3	9	1995	-1	-1	933.482	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
344	9	27	1995	-1	-1	599.569	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
345	17	51	2002	-1	-1	774.814	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
346	17	51	2002	-1	-1	708.163	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
347	12	36	2002	-1	-1	2174.6	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
348	3	9	2002	-1	-1	1319.73	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
349	6	21	2004	-1	-1	615.253	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
350	2	7	1956	-1	-1	321.826	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
351	3	10.5	1956	-1	-1	685.735	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
352	5	17.5	1984	-1	-1	522.867	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
353	5	17.5	1984	-1	-1	828.558	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
354	5	17.5	1981	-1	-1	858.896	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
355	5	17.5	1982	-1	-1	801.364	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
356	5	17.5	1983	-1	-1	733.298	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
357	5	17.5	1983	-1	-1	764.887	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
358	5	17.5	1984	-1	-1	483.279	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
359	2	7	1956	-1	-1	308.678	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
360	2	7	1956	-1	-1	374.339	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
361	5	17.5	1984	-1	-1	497.51	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
362	5	17.5	1982	-1	-1	457.824	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
363	5	17.5	1982	-1	-1	966.85	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
364	5	17.5	1980	-1	-1	936.116	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
365	5	17.5	1981	-1	-1	1010.25	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
366	5	17.5	1980	-1	-1	997.801	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
367	5	17.5	1981	-1	-1	980.402	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
368	5	17.5	1982	-1	-1	324.404	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
369	5	17.5	1982	-1	-1	351.819	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
370	5	17.5	1982	-1	-1	294.313	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
371	5	17.5	1983	-1	-1	322.881	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
372	5	17.5	1983	-1	-1	354.495	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
373	5	17.5	1983	-1	-1	360.805	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
374	1	3.3	1937	-1	-1	171.514	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
375	1	3.3	1937	-1	-1	167.209	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
376	1	3.3	1937	-1	-1	171.71	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
377	1	3.3	1937	-1	-1	168.094	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
378	1	3.3	1937	-1	-1	173.351	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
379	1	3.3	1937	-1	-1	154.514	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
380	1	3.3	1937	-1	-1	165.161	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
381	1	3.3	1937	-1	-1	176.55	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
382	1	3.3	1937	-1	-1	136.771	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
383	1	3.3	1937	-1	-1	151.443	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
384	1	3.3	1937	-1	-1	96.8281	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
385	1	3.3	1937	-1	-1	101.093	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
386	1	3.3	1937	-1	-1	125.989	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
387	1	3.3	1937	-1	-1	112.437	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
388	1	3.3	1937	-1	-1	74.4437	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
389	1	3.3	1937	-1	-1	168.081	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
390	1	3	1937	-1	-1	176.959	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
391	1	3	1937	-1	-1	209.845	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
392	1	3.3	1937	-1	-1	96.4764	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
393	1	3.3	1937	-1	-1	103.487	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
394	1	3.3	1937	-1	-1	70.8516	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
395	1	3.3	1937	-1	-1	101.577	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
396	1	3.3	1937	-1	-1	107.446	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
397	1	3.3	1937	-1	-1	151.489	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
398	1	3.3	1937	-1	-1	136.697	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
399	1	3.3	1937	-1	-1	141.93	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
400	1	3.3	1937	-1	-1	249.406	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
401	1	3.3	1937	-1	-1	132.825	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
402	1	3.3	1937	-1	-1	177.957	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
403	1	3.3	1937	-1	-1	142.369	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
404	1	3.3	1937	-1	-1	173.495	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
405	1	3.3	1937	-1	-1	184.264	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
406	1	3.3	1937	-1	-1	200.856	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
407	6	21	1983	-1	-1	1066.93	8	2	1	-1	-1	-1	2.55	0.001	90	0	0	20001100	-1	-1	-1
408	1	3	1978	-1	-1	604.607	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
409	5	17.5	1976	-1	-1	652.649	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
410	5	17.5	1973	-1	-1	659.75	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
411	5	17.5	1973	-1	-1	679.692	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
412	5	17.5	1973	-1	-1	702.504	8	2	1	-1	-1	-1	2.55	0.001	90	2	0	20001100	-1	-1	-1
413	5	17.5	1986	-1	-1	850.861	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
414	5	17.5	1986	-1	-1	844.365	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
415	6	21	1986	-1	-1	963.262	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
416	18	64.8	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
417	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
418	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
419	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
420	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
421	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
422	20	72	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
423	19	68.4	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
424	18	64.8	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
425	20	72	1999	-1	-1	708.033	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
426	9	32.4	1998	-1	-1	1308.98	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
427	6	21.6	1998	-1	-1	1517.09	8	2	1	-1	-1	-1	2.55	0.001	90	1	0	20001100	-1	-1	-1
428	1	4	1995	-1	-1	1646.78	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
429	6	21	1990	-1	-1	990.096	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
430	5	17.5	1990	-1	-1	1081.95	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
431	6	21	1990	-1	-1	1258.59	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
432	5	17.5	1990	-1	-1	1281.98	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
433	6	21	1990	-1	-1	790.771	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
434	4	14	1990	-1	-1	364.777	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
435	5	17.5	1990	-1	-1	358.721	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
436	5	17.5	1990	-1	-1	347.801	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
437	5	17.5	1990	-1	-1	313.487	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
438	5	17.5	1990	-1	-1	309.783	8	2	1	-1	-1	-1	2.55	0.001	90	3	0	20001100	-1	-1	-1
