version,1,,,,,,,,,,,,,,
id,name,strutype,year,occupancy,nStory,storyheight,area,replacementCost,clpsMedian,clpsDispersion,residualMedian,residualDispersion,intensity,autoGenComponents,totalRepairTime(day)
249,bld-249,C1,1990,education,1,3.599999,378.32467,4.92E+05,999,0.5,0.0125,0.3,5,1,180
250,bld-250,C1,1990,education,1,3.599999,818.73423,1.06E+06,999,0.5,0.0125,0.3,5,1,180
251,bld-251,C1,1990,education,1,3.599999,316.63174,4.12E+05,999,0.5,0.0125,0.3,5,1,180
252,bld-252,URM,1780,office,1,3.599999,275.33651,2.34E+05,999,0.5,0.0125,0.3,5,1,180
253,bld-253,URM,1780,office,1,3.599999,442.4618,3.76E+05,999,0.5,0.0125,0.3,5,1,180
254,bld-254,URM,1780,office,1,3.599999,94.20222,8.01E+04,999,0.5,0.0125,0.3,5,1,180
255,bld-255,URM,1780,office,1,3.599999,22.69377,1.93E+04,999,0.5,0.0125,0.3,5,1,180
256,bld-256,URM,1780,office,1,3.599999,109.13136,9.28E+04,999,0.5,0.0125,0.3,5,1,180
257,bld-257,URM,1780,office,1,3.599999,255.37131,2.17E+05,999,0.5,0.0125,0.3,5,1,180
258,bld-258,URM,1780,office,1,3.599999,53.26485,4.53E+04,999,0.5,0.0125,0.3,5,1,180
259,bld-259,URM,1780,office,1,3.599999,82.06353,6.98E+04,999,0.5,0.0125,0.3,5,1,180
260,bld-260,URM,1780,office,1,3.599999,92.16991,7.83E+04,999,0.5,0.0125,0.3,5,1,180
261,bld-261,URM,1780,office,1,3.599999,83.07126,7.06E+04,999,0.5,0.0125,0.3,5,1,180
262,bld-262,URM,1780,office,1,3.599999,80.5934,6.85E+04,999,0.5,0.0125,0.3,5,1,180
263,bld-263,URM,1780,office,1,3.599999,105.47078,8.97E+04,999,0.5,0.0125,0.3,5,1,180
264,bld-264,URM,1780,office,1,3.599999,76.15717,6.47E+04,999,0.5,0.0125,0.3,5,1,180
265,bld-265,URM,1780,office,1,3.599999,212.92454,1.81E+05,999,0.5,0.0125,0.3,5,1,180
266,bld-266,URM,1780,office,1,3.599999,115.48689,9.82E+04,999,0.5,0.0125,0.3,5,1,180
267,bld-267,URM,1822,office,1,3.599999,155.17763,1.32E+05,999,0.5,0.0125,0.3,5,1,180
268,bld-268,URM,1822,office,1,3.599999,369.8464,3.14E+05,999,0.5,0.0125,0.3,5,1,180
269,bld-269,URM,1822,office,1,3.599999,198.38674,1.69E+05,999,0.5,0.0125,0.3,5,1,180
270,bld-270,URM,1822,office,1,3.599999,143.23797,1.22E+05,999,0.5,0.0125,0.3,5,1,180
271,bld-271,URM,1912,office,1,3.5,88.8212,7.55E+04,999,0.5,0.0125,0.3,5,1,180
272,bld-272,URM,1911,education,2,3.5,1956.22089,3.33E+06,999,0.5,0.0125,0.3,5,1,180
273,bld-273,URM,1917,office,1,6,1152.68451,9.80E+05,999,0.5,0.0125,0.3,5,1,180
274,bld-274,URM,1911,office,1,3.599999,336.58681,2.86E+05,999,0.5,0.0125,0.3,5,1,180
275,bld-275,C1,1980,office,2,3.5,103.44502,2.69E+05,999,0.5,0.0125,0.3,5,1,180
276,bld-276,C2,2003,retail,3,5,2389.78985,1.00E+07,999,0.5,0.0125,0.3,5,1,180
277,bld-277,C2,2003,retail,4,5,2338.99875,1.31E+07,999,0.5,0.0125,0.3,5,1,180
278,bld-278,C2,2003,retail,2,4.5,818.84548,2.29E+06,999,0.5,0.0125,0.3,5,1,180
279,bld-279,C2,2003,retail,2,4.5,835.31276,2.34E+06,999,0.5,0.0125,0.3,5,1,180
280,bld-280,C2,2000,residence,7,3.5,871.95518,8.55E+06,999,0.5,0.0125,0.3,5,1,180
281,bld-281,C2,2003,residence,7,3.5,3328.14553,3.26E+07,999,0.5,0.0125,0.3,5,1,180
282,bld-282,C2,2003,residence,7,3.5,2740.86541,2.69E+07,999,0.5,0.0125,0.3,5,1,180
283,bld-283,C2,2003,residence,7,3.5,1513.19313,1.48E+07,999,0.5,0.0125,0.3,5,1,180
284,bld-284,C2,2003,residence,7,3.5,2703.48388,2.65E+07,999,0.5,0.0125,0.3,5,1,180
285,bld-285,C2,2003,residence,7,3.5,3550.06708,3.48E+07,999,0.5,0.0125,0.3,5,1,180
286,bld-286,C2,2003,residence,7,3.5,3276.04794,3.21E+07,999,0.5,0.0125,0.3,5,1,180
287,bld-287,S1,2003,residence,7,3.5,1400.20261,1.37E+07,999,0.5,0.0125,0.3,5,1,180
288,bld-288,C2,2003,residence,7,3.5,2302.94266,2.26E+07,999,0.5,0.0125,0.3,5,1,180
289,bld-289,C2,2003,residence,7,3.5,2121.2782,2.08E+07,999,0.5,0.0125,0.3,5,1,180
290,bld-290,C2,2003,residence,7,3.5,1223.44369,1.20E+07,999,0.5,0.0125,0.3,5,1,180
291,bld-291,C2,2003,residence,7,3.5,1982.2392,1.94E+07,999,0.5,0.0125,0.3,5,1,180
292,bld-292,C2,2003,residence,7,3.5,1443.50437,1.41E+07,999,0.5,0.0125,0.3,5,1,180
293,bld-293,C2,2003,residence,7,3.5,823.91734,8.07E+06,999,0.5,0.0125,0.3,5,1,180
294,bld-294,C2,2003,residence,15,3.5,1967.18489,4.13E+07,999,0.5,0.0125,0.3,5,1,180
295,bld-295,C2,2003,residence,15,3.5,1680.85076,3.53E+07,999,0.5,0.0125,0.3,5,1,180
296,bld-296,C2,2003,residence,15,3.5,1501.10775,3.15E+07,999,0.5,0.0125,0.3,5,1,180
297,bld-297,C2,2003,residence,15,3.5,1474.96592,3.10E+07,999,0.5,0.0125,0.3,5,1,180
298,bld-298,C2,2003,residence,12,3.5,1188.99384,2.00E+07,999,0.5,0.0125,0.3,5,1,180
299,bld-299,C2,2003,residence,12,3.5,1321.54925,2.22E+07,999,0.5,0.0125,0.3,5,1,180
300,bld-300,C2,2003,residence,12,3.5,1301.08228,2.19E+07,999,0.5,0.0125,0.3,5,1,180
301,bld-301,C2,2003,residence,12,3.5,1334.57342,2.24E+07,999,0.5,0.0125,0.3,5,1,180
302,bld-302,C2,2003,residence,12,3.5,1268.606,2.13E+07,999,0.5,0.0125,0.3,5,1,180
303,bld-303,C2,2003,residence,12,3.5,1389.03885,2.33E+07,999,0.5,0.0125,0.3,5,1,180
304,bld-304,C2,2000,residence,7,3.5,897.95366,8.80E+06,999,0.5,0.0125,0.3,5,1,180
305,bld-305,C2,2000,residence,7,3.5,896.36533,8.78E+06,999,0.5,0.0125,0.3,5,1,180
306,bld-306,C2,2000,residence,7,3.5,809.30713,7.93E+06,999,0.5,0.0125,0.3,5,1,180
307,bld-307,C2,2000,residence,6,3.5,855.83336,7.19E+06,999,0.5,0.0125,0.3,5,1,180
308,bld-308,C2,2000,residence,6,3.5,868.29405,7.29E+06,999,0.5,0.0125,0.3,5,1,180
309,bld-309,C2,2000,residence,6,3.5,733.40863,6.16E+06,999,0.5,0.0125,0.3,5,1,180
310,bld-310,C2,1988,residence,5,3.5,1082.54367,7.58E+06,999,0.5,0.0125,0.3,5,1,180
311,bld-311,C2,1988,residence,5,3.5,641.37542,4.49E+06,999,0.5,0.0125,0.3,5,1,180
312,bld-312,C2,1988,residence,5,3.5,619.77753,4.34E+06,999,0.5,0.0125,0.3,5,1,180
313,bld-313,C2,1989,residence,6,3.5,1107.3026,9.30E+06,999,0.5,0.0125,0.3,5,1,180
314,bld-314,C2,1991,residence,6,3.5,758.49953,6.37E+06,999,0.5,0.0125,0.3,5,1,180
315,bld-315,C2,1990,residence,5,3.5,1866.18274,1.31E+07,999,0.5,0.0125,0.3,5,1,180
316,bld-316,C1,1992,retail,1,4,2007.8841,2.61E+06,999,0.5,0.0125,0.3,5,1,180
317,bld-317,C1,1988,retail,1,4,2092.48203,2.72E+06,999,0.5,0.0125,0.3,5,1,180
318,bld-318,C1,2003,office,2,3.5,395.02472,1.03E+06,999,0.5,0.0125,0.3,5,1,180
319,bld-319,C2,2003,retail,4,3.5,1793.84583,1.00E+07,999,0.5,0.0125,0.3,5,1,180
320,bld-320,C2,2004,office,6,3.5,3153.84466,2.65E+07,999,0.5,0.0125,0.3,5,1,180
321,bld-321,C2,2004,office,5,3.5,2802.84557,1.96E+07,999,0.5,0.0125,0.3,5,1,180
322,bld-322,C2,2000,office,5,3,1878.01803,1.31E+07,999,0.5,0.0125,0.3,5,1,180
323,bld-323,C2,2000,office,7,3,881.44116,8.64E+06,999,0.5,0.0125,0.3,5,1,180
324,bld-324,C2,2000,residence,9,3,1856.57898,2.34E+07,999,0.5,0.0125,0.3,5,1,180
325,bld-325,C2,2002,office,13,2.799999,1253.03246,2.28E+07,999,0.5,0.0125,0.3,5,1,180
326,bld-326,C2,2002,office,3,2.799999,294.93577,1.24E+06,999,0.5,0.0125,0.3,5,1,180
327,bld-327,C2,2002,office,13,2.799999,1253.03246,2.28E+07,999,0.5,0.0125,0.3,5,1,180
328,bld-328,C2,2002,office,3,2.799999,294.93577,1.24E+06,999,0.5,0.0125,0.3,5,1,180
329,bld-329,C2,2002,office,10,3,1253.03246,1.75E+07,999,0.5,0.0125,0.3,5,1,180
330,bld-330,C2,2002,office,6,3,426.76537,3.58E+06,999,0.5,0.0125,0.3,5,1,180
331,bld-331,C2,2004,office,12,3,2153.4328,3.62E+07,999,0.5,0.0125,0.3,5,1,180
332,bld-332,C2,2002,office,26,3,1902.19099,6.92E+07,999,0.5,0.0125,0.3,5,1,180
333,bld-333,C2,2002,office,26,3,1781.66592,6.49E+07,999,0.5,0.0125,0.3,5,1,180
334,bld-334,C2,2002,office,26,3,1902.19099,6.92E+07,999,0.5,0.0125,0.3,5,1,180
335,bld-335,C2,2002,office,26,3,1781.66592,6.49E+07,999,0.5,0.0125,0.3,5,1,180
336,bld-336,C2,1995,office,6,3,1914.9376,1.61E+07,999,0.5,0.0125,0.3,5,1,180
337,bld-337,C2,1995,office,3,3,507.58407,2.13E+06,999,0.5,0.0125,0.3,5,1,180
338,bld-338,C2,1995,office,7,3,805.25925,7.89E+06,999,0.5,0.0125,0.3,5,1,180
339,bld-339,C2,1995,office,6,3,931.11967,7.82E+06,999,0.5,0.0125,0.3,5,1,180
340,bld-340,C2,2004,office,13,2.799999,4749.70475,8.64E+07,999,0.5,0.0125,0.3,5,1,180
341,bld-341,C2,1995,office,9,3,1394.13488,1.76E+07,999,0.5,0.0125,0.3,5,1,180
342,bld-342,C2,1995,office,3,3,933.48173,3.92E+06,999,0.5,0.0125,0.3,5,1,180
343,bld-343,C2,1995,office,9,3,599.56924,7.55E+06,999,0.5,0.0125,0.3,5,1,180
344,bld-344,C2,2002,office,17,3,774.81395,1.84E+07,999,0.5,0.0125,0.3,5,1,180
345,bld-345,C2,2002,office,17,3,708.16334,1.69E+07,999,0.5,0.0125,0.3,5,1,180
346,bld-346,C2,2002,office,12,3,2174.60168,3.65E+07,999,0.5,0.0125,0.3,5,1,180
347,bld-347,C2,2002,office,3,3,1319.72779,5.54E+06,999,0.5,0.0125,0.3,5,1,180
348,bld-348,C2,2004,office,6,3.5,615.25343,5.17E+06,999,0.5,0.0125,0.3,5,1,180
349,bld-349,URM,1956,residence,2,3.5,321.82611,5.47E+05,999,0.5,0.0125,0.3,5,1,180
350,bld-350,URM,1956,residence,3,3.5,685.73469,1.75E+06,999,0.5,0.0125,0.3,5,1,180
351,bld-351,C1,1984,residence,5,3.5,522.86684,3.40E+06,999,0.5,0.0125,0.3,5,1,180
352,bld-352,C1,1984,residence,5,3.5,828.55833,5.39E+06,999,0.5,0.0125,0.3,5,1,180
353,bld-353,C1,1981,residence,5,3.5,858.89637,5.58E+06,999,0.5,0.0125,0.3,5,1,180
354,bld-354,C1,1982,residence,5,3.5,801.36448,5.21E+06,999,0.5,0.0125,0.3,5,1,180
355,bld-355,C1,1983,residence,5,3.5,733.29795,4.77E+06,999,0.5,0.0125,0.3,5,1,180
356,bld-356,C1,1983,residence,5,3.5,764.88681,4.97E+06,999,0.5,0.0125,0.3,5,1,180
357,bld-357,C1,1984,residence,5,3.5,483.27878,3.14E+06,999,0.5,0.0125,0.3,5,1,180
358,bld-358,URM,1956,residence,2,3.5,308.67775,5.25E+05,999,0.5,0.0125,0.3,5,1,180
359,bld-359,URM,1956,residence,2,3.5,374.33903,6.36E+05,999,0.5,0.0125,0.3,5,1,180
360,bld-360,C1,1984,residence,5,3.5,497.51046,3.23E+06,999,0.5,0.0125,0.3,5,1,180
361,bld-361,C1,1982,residence,5,3.5,457.82401,2.98E+06,999,0.5,0.0125,0.3,5,1,180
362,bld-362,C1,1982,residence,5,3.5,966.84984,6.28E+06,999,0.5,0.0125,0.3,5,1,180
363,bld-363,C1,1980,residence,5,3.5,936.11647,6.08E+06,999,0.5,0.0125,0.3,5,1,180
364,bld-364,C1,1981,residence,5,3.5,1010.24624,6.57E+06,999,0.5,0.0125,0.3,5,1,180
365,bld-365,C1,1980,residence,5,3.5,997.8006,6.49E+06,999,0.5,0.0125,0.3,5,1,180
366,bld-366,C1,1981,residence,5,3.5,980.40169,6.37E+06,999,0.5,0.0125,0.3,5,1,180
367,bld-367,C1,1982,residence,5,3.5,324.40442,2.11E+06,999,0.5,0.0125,0.3,5,1,180
368,bld-368,C1,1982,residence,5,3.5,351.81856,2.29E+06,999,0.5,0.0125,0.3,5,1,180
369,bld-369,C1,1982,residence,5,3.5,294.31346,1.91E+06,999,0.5,0.0125,0.3,5,1,180
370,bld-370,C1,1983,residence,5,3.5,322.88146,2.10E+06,999,0.5,0.0125,0.3,5,1,180
371,bld-371,C1,1983,residence,5,3.5,354.49548,2.30E+06,999,0.5,0.0125,0.3,5,1,180
372,bld-372,C1,1983,residence,5,3.5,360.80524,2.35E+06,999,0.5,0.0125,0.3,5,1,180
373,bld-373,URM,1937,residence,1,3.299999,171.5138,1.46E+05,999,0.5,0.0125,0.3,5,1,180
374,bld-374,URM,1937,residence,1,3.299999,167.20889,1.42E+05,999,0.5,0.0125,0.3,5,1,180
375,bld-375,URM,1937,residence,1,3.299999,171.70954,1.46E+05,999,0.5,0.0125,0.3,5,1,180
376,bld-376,URM,1937,residence,1,3.299999,168.09381,1.43E+05,999,0.5,0.0125,0.3,5,1,180
377,bld-377,URM,1937,residence,1,3.299999,173.35148,1.47E+05,999,0.5,0.0125,0.3,5,1,180
378,bld-378,URM,1937,residence,1,3.299999,154.51362,1.31E+05,999,0.5,0.0125,0.3,5,1,180
379,bld-379,URM,1937,residence,1,3.299999,165.1614,1.40E+05,999,0.5,0.0125,0.3,5,1,180
380,bld-380,URM,1937,residence,1,3.299999,176.55037,1.50E+05,999,0.5,0.0125,0.3,5,1,180
381,bld-381,URM,1937,residence,1,3.299999,136.77082,1.16E+05,999,0.5,0.0125,0.3,5,1,180
382,bld-382,URM,1937,residence,1,3.299999,151.44322,1.29E+05,999,0.5,0.0125,0.3,5,1,180
383,bld-383,URM,1937,residence,1,3.299999,96.82813,8.23E+04,999,0.5,0.0125,0.3,5,1,180
384,bld-384,URM,1937,residence,1,3.299999,101.09328,8.59E+04,999,0.5,0.0125,0.3,5,1,180
385,bld-385,URM,1937,residence,1,3.299999,125.98856,1.07E+05,999,0.5,0.0125,0.3,5,1,180
386,bld-386,URM,1937,residence,1,3.299999,112.43685,9.56E+04,999,0.5,0.0125,0.3,5,1,180
387,bld-387,URM,1937,residence,1,3.299999,74.44365,6.33E+04,999,0.5,0.0125,0.3,5,1,180
388,bld-388,URM,1937,residence,1,3.299999,168.08053,1.43E+05,999,0.5,0.0125,0.3,5,1,180
389,bld-389,URM,1937,residence,1,3,176.95866,1.50E+05,999,0.5,0.0125,0.3,5,1,180
390,bld-390,URM,1937,residence,1,3,209.84479,1.78E+05,999,0.5,0.0125,0.3,5,1,180
391,bld-391,URM,1937,residence,1,3.299999,96.47644,8.20E+04,999,0.5,0.0125,0.3,5,1,180
392,bld-392,URM,1937,residence,1,3.299999,103.48681,8.80E+04,999,0.5,0.0125,0.3,5,1,180
393,bld-393,URM,1937,residence,1,3.299999,70.85157,6.02E+04,999,0.5,0.0125,0.3,5,1,180
394,bld-394,URM,1937,residence,1,3.299999,101.57728,8.63E+04,999,0.5,0.0125,0.3,5,1,180
395,bld-395,URM,1937,residence,1,3.299999,107.44564,9.13E+04,999,0.5,0.0125,0.3,5,1,180
396,bld-396,URM,1937,residence,1,3.299999,151.48877,1.29E+05,999,0.5,0.0125,0.3,5,1,180
397,bld-397,URM,1937,residence,1,3.299999,136.69677,1.16E+05,999,0.5,0.0125,0.3,5,1,180
398,bld-398,URM,1937,residence,1,3.299999,141.92995,1.21E+05,999,0.5,0.0125,0.3,5,1,180
399,bld-399,URM,1937,residence,1,3.299999,249.40592,2.12E+05,999,0.5,0.0125,0.3,5,1,180
400,bld-400,URM,1937,residence,1,3.299999,132.82483,1.13E+05,999,0.5,0.0125,0.3,5,1,180
401,bld-401,URM,1937,residence,1,3.299999,177.95686,1.51E+05,999,0.5,0.0125,0.3,5,1,180
402,bld-402,URM,1937,residence,1,3.299999,142.36858,1.21E+05,999,0.5,0.0125,0.3,5,1,180
403,bld-403,URM,1937,residence,1,3.299999,173.49507,1.47E+05,999,0.5,0.0125,0.3,5,1,180
404,bld-404,URM,1937,residence,1,3.299999,184.26392,1.57E+05,999,0.5,0.0125,0.3,5,1,180
405,bld-405,URM,1937,residence,1,3.299999,200.8557,1.71E+05,999,0.5,0.0125,0.3,5,1,180
406,bld-406,C1,1983,residence,6,3.5,1066.92822,8.32E+06,999,0.5,0.0125,0.3,5,1,180
407,bld-407,URM,1978,residence,1,3,604.60669,5.14E+05,999,0.5,0.0125,0.3,5,1,180
408,bld-408,URM,1976,residence,5,3.5,652.64906,2.77E+06,999,0.5,0.0125,0.3,5,1,180
409,bld-409,URM,1973,residence,5,3.5,659.74969,2.80E+06,999,0.5,0.0125,0.3,5,1,180
410,bld-410,URM,1973,residence,5,3.5,679.69166,2.89E+06,999,0.5,0.0125,0.3,5,1,180
411,bld-411,URM,1973,residence,5,3.5,702.50395,2.99E+06,999,0.5,0.0125,0.3,5,1,180
412,bld-412,RM2,1986,residence,5,3.5,850.86099,3.62E+06,999,0.5,0.0125,0.3,5,1,180
413,bld-413,RM2,1986,residence,5,3.5,844.36476,3.59E+06,999,0.5,0.0125,0.3,5,1,180
414,bld-414,RM2,1986,residence,6,3.5,963.26151,4.91E+06,999,0.5,0.0125,0.3,5,1,180
415,bld-415,C2,1999,residence,18,3.599999,708.03321,1.78E+07,999,0.5,0.0125,0.3,5,1,180
416,bld-416,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
417,bld-417,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
418,bld-418,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
419,bld-419,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
420,bld-420,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
421,bld-421,C2,1999,residence,20,3.599999,708.03321,1.98E+07,999,0.5,0.0125,0.3,5,1,180
422,bld-422,C2,1999,residence,19,3.599999,708.03321,1.88E+07,999,0.5,0.0125,0.3,5,1,180
423,bld-423,C2,1999,residence,18,3.599999,708.03321,1.78E+07,999,0.5,0.0125,0.3,5,1,180
424,bld-424,C2,1999,residence,20,3.599999,708.03321,1.98E+07,999,0.5,0.0125,0.3,5,1,180
425,bld-425,C2,1998,residence,9,3.599999,1308.97669,1.65E+07,999,0.5,0.0125,0.3,5,1,180
426,bld-426,C2,1998,residence,6,3.599999,1517.08721,1.27E+07,999,0.5,0.0125,0.3,5,1,180
427,bld-427,RM2,1995,office,1,4,1646.77926,1.40E+06,999,0.5,0.0125,0.3,5,1,180
428,bld-428,RM2,1990,residence,6,3.5,990.09648,5.05E+06,999,0.5,0.0125,0.3,5,1,180
429,bld-429,RM2,1990,residence,5,3.5,1081.952,4.60E+06,999,0.5,0.0125,0.3,5,1,180
430,bld-430,RM2,1990,residence,6,3.5,1258.5872,6.42E+06,999,0.5,0.0125,0.3,5,1,180
431,bld-431,RM2,1990,residence,5,3.5,1281.98413,5.45E+06,999,0.5,0.0125,0.3,5,1,180
432,bld-432,RM2,1990,residence,6,3.5,790.77051,4.03E+06,999,0.5,0.0125,0.3,5,1,180
433,bld-433,RM2,1990,residence,4,3.5,364.7775,1.24E+06,999,0.5,0.0125,0.3,5,1,180
434,bld-434,RM2,1990,residence,5,3.5,358.72059,1.52E+06,999,0.5,0.0125,0.3,5,1,180
435,bld-435,RM2,1990,residence,5,3.5,347.80129,1.48E+06,999,0.5,0.0125,0.3,5,1,180
436,bld-436,RM2,1990,residence,5,3.5,313.48703,1.33E+06,999,0.5,0.0125,0.3,5,1,180
437,bld-437,RM2,1990,residence,5,3.5,309.78342,1.32E+06,999,0.5,0.0125,0.3,5,1,180
438,bld-438,RM2,1990,residence,6,3.5,998.07195,5.09E+06,999,0.5,0.0125,0.3,5,1,180
439,bld-439,RM2,1990,residence,6,3.5,922.27192,4.70E+06,999,0.5,0.0125,0.3,5,1,180
440,bld-440,RM2,1990,residence,6,3.5,1024.4901,5.22E+06,999,0.5,0.0125,0.3,5,1,180
441,bld-441,RM2,1990,residence,6,3.5,554.03121,2.83E+06,999,0.5,0.0125,0.3,5,1,180
442,bld-442,RM2,1990,residence,5,3.5,656.43287,2.79E+06,999,0.5,0.0125,0.3,5,1,180
443,bld-443,RM2,1990,residence,5,3.5,688.88516,2.93E+06,999,0.5,0.0125,0.3,5,1,180
444,bld-444,RM2,1990,residence,5,3.5,926.00583,3.94E+06,999,0.5,0.0125,0.3,5,1,180
445,bld-445,RM2,1990,residence,5,3.5,1018.64377,4.33E+06,999,0.5,0.0125,0.3,5,1,180
446,bld-446,RM2,1990,residence,5,3.5,976.74975,4.15E+06,999,0.5,0.0125,0.3,5,1,180
447,bld-447,C2,2000,residence,17,3.5,595.45653,1.42E+07,999,0.5,0.0125,0.3,5,1,180
448,bld-448,C2,2000,residence,17,3.5,610.89821,1.45E+07,999,0.5,0.0125,0.3,5,1,180
449,bld-449,RM2,1995,residence,5,3.5,509.89816,2.17E+06,999,0.5,0.0125,0.3,5,1,180
450,bld-450,RM2,1995,residence,5,3.5,513.44517,2.18E+06,999,0.5,0.0125,0.3,5,1,180
451,bld-451,RM2,1995,residence,5,3.5,603.24773,2.56E+06,999,0.5,0.0125,0.3,5,1,180
452,bld-452,RM2,1995,residence,5,3.5,612.73625,2.60E+06,999,0.5,0.0125,0.3,5,1,180
453,bld-453,RM2,1995,residence,5,3.5,501.34631,2.13E+06,999,0.5,0.0125,0.3,5,1,180
454,bld-454,RM2,1995,residence,5,3.5,485.83308,2.06E+06,999,0.5,0.0125,0.3,5,1,180
455,bld-455,RM2,1995,residence,5,3.5,427.93743,1.82E+06,999,0.5,0.0125,0.3,5,1,180
456,bld-456,RM2,1995,residence,5,3.5,369.33849,1.57E+06,999,0.5,0.0125,0.3,5,1,180
457,bld-457,RM2,1995,residence,5,3.5,632.72894,2.69E+06,999,0.5,0.0125,0.3,5,1,180
458,bld-458,RM2,1995,residence,5,3.5,588.75648,2.50E+06,999,0.5,0.0125,0.3,5,1,180
459,bld-459,RM2,1995,residence,5,3.5,489.17586,2.08E+06,999,0.5,0.0125,0.3,5,1,180
460,bld-460,RM2,1995,residence,5,3.5,466.95796,1.98E+06,999,0.5,0.0125,0.3,5,1,180
461,bld-461,RM2,1995,residence,5,3.5,551.86695,2.35E+06,999,0.5,0.0125,0.3,5,1,180
462,bld-462,RM2,1995,residence,5,3.5,632.7289,2.69E+06,999,0.5,0.0125,0.3,5,1,180
463,bld-463,RM2,1995,residence,5,3.5,633.22306,2.69E+06,999,0.5,0.0125,0.3,5,1,180
464,bld-464,RM2,1995,residence,5,3.5,557.93963,2.37E+06,999,0.5,0.0125,0.3,5,1,180
465,bld-465,RM2,1995,residence,5,3.5,610.97102,2.60E+06,999,0.5,0.0125,0.3,5,1,180
466,bld-466,RM2,1995,residence,5,3.5,615.5903,2.62E+06,999,0.5,0.0125,0.3,5,1,180
467,bld-467,RM2,1995,residence,5,3.5,627.84861,2.67E+06,999,0.5,0.0125,0.3,5,1,180
468,bld-468,RM2,1995,residence,5,3.5,524.09555,2.23E+06,999,0.5,0.0125,0.3,5,1,180
469,bld-469,RM2,1995,residence,5,3.5,524.20105,2.23E+06,999,0.5,0.0125,0.3,5,1,180
470,bld-470,RM2,1995,residence,5,3.5,473.60982,2.01E+06,999,0.5,0.0125,0.3,5,1,180
471,bld-471,RM2,1995,residence,5,3.5,495.84489,2.11E+06,999,0.5,0.0125,0.3,5,1,180
472,bld-472,RM2,1995,residence,5,3.5,467.98847,1.99E+06,999,0.5,0.0125,0.3,5,1,180
473,bld-473,RM2,1995,residence,5,3.5,675.75022,2.87E+06,999,0.5,0.0125,0.3,5,1,180
474,bld-474,RM2,1995,residence,5,3.5,631.3482,2.68E+06,999,0.5,0.0125,0.3,5,1,180
475,bld-475,RM2,1995,residence,5,3.5,175.64679,7.46E+05,999,0.5,0.0125,0.3,5,1,180
476,bld-476,RM2,1995,residence,5,3.5,199.61439,8.48E+05,999,0.5,0.0125,0.3,5,1,180
477,bld-477,RM2,1995,residence,5,3.5,187.69378,7.98E+05,999,0.5,0.0125,0.3,5,1,180
478,bld-478,RM2,1995,residence,5,3.5,865.48995,3.68E+06,999,0.5,0.0125,0.3,5,1,180
479,bld-479,RM2,1995,residence,5,3.5,915.03266,3.89E+06,999,0.5,0.0125,0.3,5,1,180
480,bld-480,RM2,1995,residence,5,3.5,913.31229,3.88E+06,999,0.5,0.0125,0.3,5,1,180
481,bld-481,RM2,1995,residence,5,3.5,528.58454,2.25E+06,999,0.5,0.0125,0.3,5,1,180
482,bld-482,RM2,1995,residence,5,3.5,581.6342,2.47E+06,999,0.5,0.0125,0.3,5,1,180
483,bld-483,RM2,1995,residence,5,3.5,951.90728,4.05E+06,999,0.5,0.0125,0.3,5,1,180
484,bld-484,RM2,1995,residence,5,3.5,853.81286,3.63E+06,999,0.5,0.0125,0.3,5,1,180
485,bld-485,RM2,1995,residence,5,3.5,889.22669,3.78E+06,999,0.5,0.0125,0.3,5,1,180
486,bld-486,C2,2005,office,1,4.5,714.82412,1.00E+06,999,0.5,0.0125,0.3,5,1,180
487,bld-487,C1,2005,office,1,4.5,482.47888,6.27E+05,999,0.5,0.0125,0.3,5,1,180
488,bld-488,C1,2000,office,2,4,810.53407,2.11E+06,999,0.5,0.0125,0.3,5,1,180
489,bld-489,C2,1995,office,5,3.5,563.30073,3.94E+06,999,0.5,0.0125,0.3,5,1,180
490,bld-490,C2,1994,residence,6,3.5,500.65004,4.21E+06,999,0.5,0.0125,0.3,5,1,180
491,bld-491,C2,1986,residence,6,3.5,395.2772,3.32E+06,999,0.5,0.0125,0.3,5,1,180
492,bld-492,C2,1986,residence,6,3.5,395.15126,3.32E+06,999,0.5,0.0125,0.3,5,1,180
493,bld-493,C2,1987,residence,6,3.5,395.32899,3.32E+06,999,0.5,0.0125,0.3,5,1,180
494,bld-494,C2,1987,residence,6,3.5,397.8507,3.34E+06,999,0.5,0.0125,0.3,5,1,180
495,bld-495,C2,2002,education,4,3.5,2470.97975,1.38E+07,999,0.5,0.0125,0.3,5,1,180
496,bld-496,C2,2002,education,4,3.5,1235.65116,6.92E+06,999,0.5,0.0125,0.3,5,1,180
497,bld-497,C2,1958,residence,4,3,957.78867,5.36E+06,999,0.5,0.0125,0.3,5,1,180
498,bld-498,C2,1995,education,2,3,319.25439,8.94E+05,999,0.5,0.0125,0.3,5,1,180
499,bld-499,C2,1995,education,2,3,388.58883,1.09E+06,999,0.5,0.0125,0.3,5,1,180
